"state","county","votes","candidate","party","office","district","state_po","state_fips","state_cen","state_ic","mode","version","special","writein","stage","year"
"Mississippi","Lafayette",8111,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Warren",6914,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Pearl River",2832,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Pike",6725,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Monroe",5136,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Oktibbeha",6692,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Panola",5884,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Washington",8166,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Lincoln",4341,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Alcorn",2633,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Hancock",3147,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Adams",5790,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Pontotoc",2931,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Bolivar",6395,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Copiah",5270,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Marshall",4845,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Simpson",3596,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Marion",3184,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Union",2461,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Tate",3195,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Yazoo",4582,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Neshoba",2764,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Prentiss",2608,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Scott",3573,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Wayne",3199,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Grenada",3527,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Covington",3160,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Itawamba",1509,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Tippah",1846,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Newton",2472,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Leake",3207,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Leflore",4954,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Tishomingo",1653,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Clay",4130,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Winston",3141,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Smith",2157,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Clarke",2445,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Sunflower",4492,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Jasper",3344,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Chickasaw",3622,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Holmes",4775,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","George",942,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Attala",2465,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Stone",1524,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Amite",2217,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Lawrence",2081,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Yalobusha",2481,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Calhoun",2022,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Tallahatchie",2924,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Jeff Davis",2940,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Coahoma",3278,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Walthall",1963,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Kemper",2655,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Webster",1076,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Greene",1031,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Montgomery",1817,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Carroll",1334,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Franklin",1499,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Perry",1215,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Noxubee",2724,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Jefferson",2928,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Wilkinson",2147,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Claiborne",2595,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Choctaw",1013,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Humphreys",2152,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Quitman",1935,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Benton",1024,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Tunica",1634,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Sharkey",1162,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Issaquena",293,"Jim Hood","democrat","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Hinds",15447,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Rankin",29365,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Harrison",25733,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Madison",18245,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","DeSoto",22480,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Jackson",20188,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Lee",14585,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Jones",13784,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Lauderdale",11763,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Forrest",9947,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Lamar",11778,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Lowndes",8449,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Lafayette",7095,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Warren",6221,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Pearl River",10037,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Pike",5909,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Monroe",7036,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Oktibbeha",5020,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Panola",5600,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Washington",3272,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Lincoln",6956,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Alcorn",8596,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Hancock",7763,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Adams",3874,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Pontotoc",6581,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Bolivar",3088,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Copiah",3857,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Marshall",4192,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Simpson",5103,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Marion",5530,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Union",5934,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Tate",4949,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Yazoo",3509,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Neshoba",5216,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Prentiss",5029,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Scott",3908,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Wayne",4054,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Grenada",3657,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Covington",3946,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Itawamba",5587,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Tippah",5169,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Newton",4309,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Leake",3628,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Leflore",1781,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Tishomingo",5093,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Clay",2573,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Winston",3340,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Smith",4244,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Clarke",3831,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Sunflower",1836,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Jasper",2589,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Chickasaw",2275,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Holmes",921,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","George",4440,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Attala",2868,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Stone",3620,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Amite",2897,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Lawrence",2982,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Yalobusha",2576,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Calhoun",3004,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Tallahatchie",1802,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Jeff Davis",1676,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Coahoma",1320,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Walthall",2435,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Kemper",1439,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Webster",2992,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Greene",2952,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Montgomery",2001,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Carroll",2475,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Franklin",2088,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Perry",2363,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Noxubee",828,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Jefferson",369,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Wilkinson",988,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Claiborne",425,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Choctaw",1975,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Humphreys",745,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Quitman",813,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Benton",1523,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Tunica",629,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Sharkey",447,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Issaquena",202,"Tate Reeves","republican","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Hinds",478,"David Singletary","independent","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Rankin",529,"David Singletary","independent","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Harrison",582,"David Singletary","independent","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Madison",260,"David Singletary","independent","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","DeSoto",379,"David Singletary","independent","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Jackson",393,"David Singletary","independent","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Lee",161,"David Singletary","independent","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Jones",276,"David Singletary","independent","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Lauderdale",293,"David Singletary","independent","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Forrest",251,"David Singletary","independent","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Lamar",205,"David Singletary","independent","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Lowndes",99,"David Singletary","independent","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Lafayette",151,"David Singletary","independent","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
"Mississippi","Warren",132,"David Singletary","independent","Governor","statewide","MS",28,64,46,"total","11/06/2019 2:50 PM","FALSE","FALSE","gen","2019"
