"state","county","votes","candidate","party","office","district","state_po","state_fips","state_cen","state_ic","mode","update_time","special","writein","stage","year"
"Louisiana","West Carroll",1085,"John Bel Edwards","democrat","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","West Feliciana",2785,"John Bel Edwards","democrat","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Winn",1508,"John Bel Edwards","democrat","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Acadia",14189,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Allen",3911,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Ascension",21295,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Assumption",4089,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Avoyelles",7460,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Beauregard",8327,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Bienville",2667,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Bossier",24059,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Caddo",31946,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Calcasieu",29023,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Caldwell",2644,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Cameron",1901,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Catahoula",2838,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Claiborne",2987,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Concordia",3633,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","De Soto",5753,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","East Baton Rouge",53419,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","East Carroll",818,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","East Feliciana",3608,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Evangeline",7513,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Franklin",4812,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Grant",4751,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Iberia",14783,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Iberville",4337,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Jackson",3561,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Jefferson",54536,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Jefferson Davis",6341,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Lafayette",46643,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Lafourche",19104,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Lasalle",4897,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Lincoln",6791,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Livingston",28017,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Madison",1396,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Morehouse",4135,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Natchitoches",6002,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Orleans",13041,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Ouachita",27531,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Plaquemines",3802,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Pointe Coupee",4234,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Rapides",24611,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Red River",1760,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Richland",4225,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Sabine",6217,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","St. Bernard",4700,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","St. Charles",9136,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","St. Helena",1471,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","St. James",3199,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","St. John The Baptist",3979,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","St. Landry",14622,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","St. Martin",12309,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","St. Mary",9046,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","St. Tammany",54293,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Tangipahoa",18444,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Tensas",784,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Terrebonne",19297,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Union",5362,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Vermilion",14096,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Vernon",8454,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Washington",6678,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Webster",7762,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","West Baton Rouge",4823,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","West Carroll",3061,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","West Feliciana",2134,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
"Louisiana","Winn",2879,"Eddie Rispone","republican","Governor","statewide","LA",22,72,45,"total","11/18/2019 11:20 AM","FALSE","FALSE","runoff","2019"
